woj,pow,rok,keso,liczba_proc_nk_a,liczba_proc_nk_c,rodziny_wszczete,liczba_osob_ogol,liczba_osob_kobiety,liczba_osob_mezczyzni,liczba_osob_dzieci
zachodniopomorskie,gryficki,2023,303205012000,71,67.0,161.0,264.0,116.0,21.0,127.0
zachodniopomorskie,gryfiński,2023,303206012000,102,171.0,219.0,341.0,180.0,64.0,97.0
zachodniopomorskie,kamieński,2023,303207013000,69,69.0,110.0,195.0,87.0,21.0,87.0
zachodniopomorskie,koszaliński,2023,303209012000,49,71.0,108.0,120.0,77.0,13.0,30.0
zachodniopomorskie,kołobrzeski,2023,303208022000,106,99.0,205.0,257.0,122.0,27.0,108.0
zachodniopomorskie,m. Koszalin,2023,253261011000,49,141.0,195.0,240.0,143.0,14.0,83.0
zachodniopomorskie,m. Szczecin,2023,253262011000,102,1078.0,1854.0,1481.0,940.0,178.0,363.0
zachodniopomorskie,m. Świnoujście,2023,253263011000,0,10.0,14.0,30.0,9.0,0.0,21.0
zachodniopomorskie,myśliborski,2023,303210013000,67,95.0,144.0,259.0,130.0,42.0,87.0
zachodniopomorskie,policki,2023,303211012000,76,153.0,253.0,247.0,137.0,33.0,77.0
zachodniopomorskie,pyrzycki,2023,303212012000,74,71.0,93.0,106.0,75.0,7.0,24.0
zachodniopomorskie,stargardzki,2023,303214023000,113,409.0,649.0,900.0,498.0,162.0,240.0
zachodniopomorskie,szczecinecki,2023,303215023000,47,89.0,127.0,339.0,115.0,89.0,135.0
zachodniopomorskie,sławieński,2023,303213011000,55,45.0,67.0,89.0,62.0,11.0,16.0
zachodniopomorskie,wałecki,2023,303217023000,27,24.0,28.0,70.0,36.0,3.0,31.0
zachodniopomorskie,łobeski,2023,303218013000,54,47.0,58.0,129.0,54.0,18.0,57.0
zachodniopomorskie,świdwiński,2023,303216022000,43,83.0,131.0,248.0,84.0,18.0,146.0
łódzkie,bełchatowski,2023,201001000000,81,193.0,285.0,471.0,223.0,37.0,211.0
łódzkie,brzeziński,2023,301021011000,9,37.0,40.0,80.0,34.0,11.0,35.0
łódzkie,kutnowski,2023,301002022000,29,206.0,320.0,491.0,278.0,40.0,173.0
łódzkie,m. Piotrków Trybunalski,2023,251062011000,35,153.0,231.0,448.0,202.0,45.0,201.0
łódzkie,m. Skierniewice,2023,251063011000,66,66.0,83.0,103.0,74.0,9.0,20.0
łódzkie,m. Łódź,2023,251061011000,168,1263.0,2795.0,3475.0,2225.0,317.0,933.0
łódzkie,opoczyński,2023,301007012000,11,73.0,141.0,206.0,131.0,28.0,47.0
łódzkie,pabianicki,2023,301008032000,43,101.0,205.0,333.0,158.0,24.0,151.0
łódzkie,pajęczański,2023,301009013000,32,49.0,89.0,150.0,82.0,13.0,55.0
łódzkie,piotrkowski,2023,301010012000,38,127.0,203.0,318.0,183.0,24.0,111.0
łódzkie,poddębicki,2023,301011012000,11,29.0,55.0,150.0,78.0,8.0,64.0
łódzkie,radomszczański,2023,301012022000,77,243.0,291.0,567.0,279.0,135.0,153.0
łódzkie,rawski,2023,301013023000,25,50.0,93.0,169.0,94.0,19.0,56.0
łódzkie,sieradzki,2023,301014023000,72,209.0,273.0,440.0,209.0,38.0,193.0
łódzkie,skierniewicki,2023,301015012000,24,44.0,95.0,139.0,90.0,9.0,40.0
łódzkie,tomaszowski,2023,301016022000,7,128.0,191.0,244.0,181.0,15.0,48.0
łódzkie,wieluński,2023,301017012000,20,64.0,119.0,218.0,104.0,34.0,80.0
łódzkie,wieruszowski,2023,301018012000,27,24.0,55.0,102.0,50.0,11.0,41.0
łódzkie,zduńskowolski,2023,301019023000,12,51.0,82.0,93.0,66.0,2.0,25.0
łódzkie,zgierski,2023,301020043000,60,188.0,379.0,486.0,266.0,37.0,183.0
łódzkie,łaski,2023,301003012000,12,56.0,102.0,138.0,97.0,15.0,26.0
łódzkie,łowicki,2023,301005022000,15,87.0,178.0,292.0,147.0,45.0,100.0
łódzkie,łódzki wschodni,2023,301006022000,12,93.0,127.0,191.0,86.0,63.0,42.0
łódzkie,łęczycki,2023,301004022000,18,56.0,83.0,154.0,79.0,24.0,51.0
śląskie,bielski,2023,302402022000,62,263.0,366.0,765.0,336.0,49.0,380.0
śląskie,bieruńsko-lędziński,2023,302414011000,34,90.0,149.0,269.0,126.0,16.0,127.0
śląskie,będziński,2023,302401011000,87,190.0,369.0,738.0,308.0,42.0,388.0
śląskie,cieszyński,2023,302403042000,71,243.0,384.0,771.0,318.0,51.0,402.0
śląskie,częstochowski,2023,302404013000,16,228.0,276.0,460.0,233.0,81.0,146.0
śląskie,gliwicki,2023,302405032000,34,108.0,193.0,443.0,139.0,17.0,287.0
śląskie,kłobucki,2023,302406013000,23,159.0,185.0,334.0,170.0,46.0,118.0
śląskie,lubliniecki,2023,302407022000,14,56.0,109.0,230.0,98.0,23.0,109.0
śląskie,m. Bielsko-Biała,2023,252461011000,75,181.0,381.0,795.0,301.0,29.0,465.0
śląskie,m. Bytom,2023,252462011000,102,402.0,624.0,1146.0,468.0,34.0,644.0
śląskie,m. Chorzów,2023,252463011000,41,137.0,248.0,475.0,194.0,19.0,262.0
śląskie,m. Częstochowa,2023,252464011000,61,297.0,555.0,632.0,324.0,74.0,234.0
śląskie,m. Dąbrowa Górnicza,2023,252465011000,56,230.0,311.0,691.0,298.0,40.0,353.0
śląskie,m. Gliwice,2023,252466011000,67,120.0,348.0,670.0,244.0,35.0,391.0
śląskie,m. Jastrzębie-Zdrój,2023,252467011000,47,117.0,278.0,258.0,135.0,26.0,97.0
śląskie,m. Jaworzno,2023,252468011000,80,373.0,358.0,711.0,288.0,59.0,364.0
śląskie,m. Katowice,2023,252469011000,85,102.0,928.0,1880.0,873.0,276.0,731.0
śląskie,m. Mysłowice,2023,252470011000,24,139.0,248.0,462.0,200.0,41.0,221.0
śląskie,m. Piekary Śląskie,2023,252471011000,28,108.0,160.0,344.0,129.0,18.0,197.0
śląskie,m. Ruda Śląska,2023,252472011000,86,116.0,313.0,780.0,221.0,28.0,531.0
śląskie,m. Rybnik,2023,252473011000,65,353.0,325.0,729.0,307.0,45.0,377.0
śląskie,m. Siemianowice Śląskie,2023,252474011000,29,101.0,129.0,129.0,76.0,19.0,34.0
śląskie,m. Sosnowiec,2023,252475011000,61,218.0,520.0,1131.0,499.0,63.0,569.0
śląskie,m. Tychy,2023,252477011000,42,99.0,243.0,561.0,233.0,26.0,302.0
śląskie,m. Zabrze,2023,252478011000,50,229.0,253.0,357.0,208.0,18.0,131.0
śląskie,m. Świętochłowice,2023,252476011000,18,72.0,128.0,218.0,121.0,21.0,76.0
śląskie,m. Żory,2023,252479011000,38,155.0,198.0,429.0,156.0,22.0,251.0
śląskie,mikołowski,2023,302408011000,43,138.0,228.0,433.0,178.0,33.0,222.0
śląskie,myszkowski,2023,302409023000,10,111.0,163.0,295.0,137.0,48.0,110.0
śląskie,pszczyński,2023,302410012000,40,140.0,294.0,489.0,203.0,30.0,256.0
śląskie,raciborski,2023,302411022000,26,207.0,276.0,476.0,195.0,27.0,254.0
śląskie,rybnicki,2023,302412013000,34,160.0,236.0,409.0,188.0,32.0,189.0
śląskie,tarnogórski,2023,302413011000,54,205.0,382.0,816.0,307.0,48.0,461.0
śląskie,wodzisławski,2023,302415052000,62,227.0,372.0,731.0,306.0,63.0,362.0
śląskie,zawierciański,2023,302416032000,29,201.0,284.0,542.0,247.0,30.0,265.0
śląskie,żywiecki,2023,302417022000,42,296.0,420.0,719.0,380.0,69.0,270.0
świętokrzyskie,buski,2023,202601000000,96,126.0,229.0,315.0,163.0,62.0,90.0
świętokrzyskie,jędrzejowski,2023,302602012000,79,136.0,196.0,337.0,180.0,19.0,138.0
świętokrzyskie,kazimierski,2023,302603012000,12,67.0,79.0,147.0,82.0,47.0,18.0
świętokrzyskie,kielecki,2023,302604012000,210,451.0,682.0,1250.0,685.0,195.0,370.0
świętokrzyskie,konecki,2023,302605012000,54,166.0,327.0,380.0,271.0,35.0,74.0
świętokrzyskie,m. Kielce,2023,252661011000,98,257.0,892.0,985.0,698.0,122.0,165.0
świętokrzyskie,opatowski,2023,302606012000,12,36.0,73.0,141.0,68.0,25.0,48.0
świętokrzyskie,ostrowiecki,2023,302607022000,136,132.0,216.0,309.0,169.0,30.0,110.0
świętokrzyskie,pińczowski,2023,302608013000,1,66.0,103.0,149.0,93.0,32.0,24.0
świętokrzyskie,sandomierski,2023,302609022000,10,192.0,198.0,237.0,175.0,25.0,37.0
świętokrzyskie,skarżyski,2023,302610022000,74,74.0,247.0,301.0,197.0,38.0,66.0
świętokrzyskie,starachowicki,2023,302611022000,24,337.0,777.0,1046.0,631.0,166.0,249.0
świętokrzyskie,staszowski,2023,302612012000,25,160.0,260.0,366.0,246.0,35.0,85.0
świętokrzyskie,włoszczowski,2023,302613012000,41,95.0,99.0,154.0,88.0,14.0,52.0
dolnośląskie,bolesławiecki,2022,300201011000,20,125.0,262.0,379.0,218.0,103.0,58.0
dolnośląskie,dzierżoniowski,2022,300202011000,49,145.0,263.0,304.0,195.0,37.0,72.0
dolnośląskie,górowski,2022,300204013000,9,48.0,154.0,346.0,267.0,27.0,52.0
dolnośląskie,głogowski,2022,200203000000,27,236.0,407.0,740.0,344.0,70.0,326.0
dolnośląskie,jaworski,2022,300205023000,6,107.0,223.0,187.0,151.0,14.0,22.0
dolnośląskie,kamiennogórski,2022,300207011000,28,99.0,156.0,265.0,123.0,18.0,124.0
dolnośląskie,karkonoski,2022,300206052000,23,89.0,163.0,203.0,121.0,37.0,45.0
dolnośląskie,kłodzki,2022,300208063000,35,270.0,367.0,574.0,286.0,85.0,203.0
dolnośląskie,legnicki,2022,300209011000,18,82.0,148.0,218.0,118.0,58.0,42.0
dolnośląskie,lubański,2022,300210033000,11,108.0,151.0,177.0,115.0,28.0,34.0
dolnośląskie,lubiński,2022,300211011000,30,171.0,359.0,501.0,292.0,45.0,164.0
dolnośląskie,lwówecki,2022,300212013000,21,79.0,149.0,219.0,104.0,14.0,101.0
dolnośląskie,m. Jelenia Góra,2022,250261011000,27,61.0,191.0,151.0,111.0,4.0,36.0
dolnośląskie,m. Legnica,2022,250262011000,36,84.0,343.0,472.0,279.0,39.0,154.0
dolnośląskie,m. Wałbrzych,2022,250265011000,69,135.0,443.0,464.0,302.0,28.0,134.0
dolnośląskie,m. Wrocław,2022,250264011000,247,569.0,2625.0,3759.0,2086.0,315.0,1358.0
dolnośląskie,milicki,2022,300213012000,10,47.0,77.0,95.0,54.0,9.0,32.0
dolnośląskie,oleśnicki,2022,300214023000,36,113.0,300.0,393.0,271.0,39.0,83.0
dolnośląskie,oławski,2022,300215022000,30,109.0,213.0,413.0,187.0,108.0,118.0
dolnośląskie,polkowicki,2022,300216013000,26,142.0,285.0,536.0,342.0,43.0,151.0
dolnośląskie,strzeliński,2022,300217012000,5,57.0,142.0,346.0,135.0,77.0,134.0
dolnośląskie,trzebnicki,2022,300220013000,16,72.0,110.0,168.0,115.0,17.0,36.0
dolnośląskie,wałbrzyski,2022,300221011000,20,40.0,105.0,143.0,92.0,8.0,43.0
dolnośląskie,wołowski,2022,300222013000,9,70.0,129.0,97.0,60.0,12.0,25.0
dolnośląskie,wrocławski,2022,300223012000,48,272.0,533.0,608.0,376.0,99.0,133.0
dolnośląskie,zgorzelecki,2022,300225033000,9,111.0,280.0,423.0,220.0,74.0,129.0
dolnośląskie,ząbkowicki,2022,300224013000,23,140.0,202.0,376.0,196.0,99.0,81.0
dolnośląskie,złotoryjski,2022,300226032000,7,90.0,141.0,279.0,117.0,46.0,116.0
dolnośląskie,średzki,2022,300218012000,27,64.0,133.0,160.0,105.0,12.0,43.0
dolnośląskie,świdnicki,2022,300219032000,55,464.0,746.0,1106.0,650.0,147.0,309.0
kujawsko - pomorskie,aleksandrowski,2022,200401000000,15,76.0,76.0,132.0,74.0,14.0,44.0
kujawsko - pomorskie,brodnicki,2022,300402022000,11,212.0,262.0,351.0,214.0,44.0,93.0
kujawsko - pomorskie,bydgoski,2022,300403012000,36,194.0,293.0,553.0,245.0,110.0,198.0
kujawsko - pomorskie,chełmiński,2022,200404000000,31,105.0,146.0,172.0,109.0,19.0,44.0
kujawsko - pomorskie,golubsko-dobrzyński,2022,300405022000,33,90.0,153.0,290.0,131.0,30.0,129.0
kujawsko - pomorskie,grudziądzki,2022,300406012000,12,97.0,97.0,213.0,92.0,42.0,79.0
kujawsko - pomorskie,inowrocławski,2022,300407022000,52,180.0,368.0,800.0,341.0,146.0,313.0
kujawsko - pomorskie,lipnowski,2022,300408022000,15,71.0,122.0,236.0,110.0,54.0,72.0
kujawsko - pomorskie,m. Bydgoszcz,2022,250461011000,24,390.0,772.0,830.0,491.0,148.0,191.0
kujawsko - pomorskie,m. Grudziądz,2022,250462011000,54,92.0,380.0,821.0,291.0,27.0,503.0
kujawsko - pomorskie,m. Toruń,2022,250463011000,47,341.0,319.0,373.0,285.0,19.0,69.0
kujawsko - pomorskie,m. Włocławek,2022,250464011000,68,303.0,459.0,566.0,222.0,106.0,238.0
kujawsko - pomorskie,mogileński,2022,300409012000,2,64.0,75.0,142.0,74.0,23.0,45.0
kujawsko - pomorskie,nakielski,2022,300410013000,21,147.0,198.0,303.0,159.0,42.0,102.0
kujawsko - pomorskie,radziejowski,2022,300411022000,35,46.0,66.0,108.0,51.0,14.0,43.0
kujawsko - pomorskie,rypiński,2022,300412022000,11,54.0,65.0,74.0,60.0,4.0,10.0
kujawsko - pomorskie,sępoleński,2022,300413013000,28,108.0,156.0,315.0,135.0,30.0,150.0
kujawsko - pomorskie,toruński,2022,300415011000,19,122.0,174.0,252.0,139.0,14.0,99.0
kujawsko - pomorskie,tucholski,2022,300416012000,19,91.0,107.0,205.0,92.0,16.0,97.0
kujawsko - pomorskie,wąbrzeski,2022,300417022000,10,41.0,54.0,80.0,41.0,15.0,24.0
kujawsko - pomorskie,włocławski,2022,300418022000,15,115.0,193.0,354.0,176.0,42.0,136.0
kujawsko - pomorskie,świecki,2022,300414012000,41,145.0,222.0,418.0,172.0,36.0,210.0
kujawsko - pomorskie,żniński,2022,300419013000,25,132.0,204.0,466.0,191.0,75.0,200.0
lubelskie,bialski,2022,200601000000,45,154.0,277.0,384.0,243.0,42.0,99.0
lubelskie,biłgorajski,2022,300602022000,23,145.0,204.0,311.0,184.0,30.0,97.0
lubelskie,chełmski,2022,300603022000,13,77.0,144.0,221.0,133.0,17.0,71.0
lubelskie,chełmski,2022,300606082000,2,7.0,20.0,28.0,16.0,4.0,8.0
lubelskie,hrubieszowski,2022,300604022000,13,54.0,180.0,229.0,163.0,30.0,36.0
lubelskie,janowski,2022,300605012000,4,70.0,106.0,164.0,94.0,28.0,42.0
lubelskie,krasnostawski,2022,300606022000,15,97.0,143.0,206.0,105.0,30.0,71.0
lubelskie,kraśnicki,2022,300607023000,13,83.0,162.0,259.0,165.0,32.0,62.0
lubelskie,lubartowski,2022,300608022000,51,145.0,240.0,366.0,205.0,37.0,124.0
lubelskie,lubelski,2022,300609013000,43,134.0,328.0,479.0,272.0,36.0,171.0
lubelskie,m. Biała Podlaska,2022,250661011000,10,107.0,160.0,329.0,142.0,10.0,177.0
lubelskie,m. Chełm,2022,250662011000,14,55.0,83.0,98.0,60.0,12.0,26.0
lubelskie,m. Lublin,2022,250663011000,88,576.0,939.0,1234.0,734.0,107.0,393.0
lubelskie,m. Zamość,2022,250664011000,7,95.0,182.0,198.0,160.0,23.0,15.0
lubelskie,opolski,2022,300612012000,45,172.0,241.0,425.0,211.0,48.0,166.0
lubelskie,parczewski,2022,300613012000,41,54.0,95.0,128.0,86.0,5.0,37.0
lubelskie,puławski,2022,300614022000,65,243.0,361.0,522.0,324.0,61.0,137.0
lubelskie,radzyński,2022,300615022000,29,87.0,108.0,178.0,106.0,11.0,61.0
lubelskie,rycki,2022,300616011000,18,96.0,149.0,200.0,138.0,9.0,53.0
lubelskie,tomaszowski,2022,300618022000,15,49.0,115.0,151.0,91.0,14.0,46.0
lubelskie,włodawski,2022,300619022000,12,41.0,104.0,154.0,105.0,22.0,27.0
lubelskie,zamojski,2022,300620012000,16,124.0,230.0,357.0,200.0,60.0,97.0
lubelskie,łukowski,2022,300611032000,26,183.0,265.0,546.0,248.0,44.0,254.0
lubelskie,łęczyński,2022,300610012000,102,69.0,214.0,323.0,189.0,43.0,91.0
lubelskie,świdnicki,2022,300617022000,24,129.0,180.0,475.0,228.0,93.0,154.0
lubuskie,gorzowski,2022,300801022000,19,73.0,175.0,182.0,94.0,17.0,71.0
lubuskie,krośnieński,2022,300802022000,7,41.0,66.0,115.0,61.0,23.0,31.0
lubuskie,m. Gorzów Wielkopolski,2022,250861011000,34,212.0,317.0,374.0,247.0,39.0,88.0
lubuskie,m. Zielona Góra,2022,250862011000,149,161.0,554.0,1045.0,383.0,48.0,614.0
lubuskie,międzyrzecki,2022,300803012000,23,71.0,88.0,162.0,67.0,32.0,63.0
lubuskie,nowosolski,2022,300804023000,36,222.0,326.0,408.0,258.0,53.0,97.0
lubuskie,strzelecko-drezdenecki,2022,300806013000,27,126.0,118.0,148.0,90.0,23.0,35.0
lubuskie,sulęciński,2022,300807012000,7,9.0,76.0,191.0,76.0,4.0,111.0
lubuskie,słubicki,2022,300805013000,3,83.0,69.0,127.0,115.0,3.0,9.0
lubuskie,wschowski,2022,300812013000,15,129.0,164.0,216.0,122.0,78.0,16.0
lubuskie,zielonogórski,2022,300809013000,36,91.0,167.0,222.0,114.0,14.0,94.0
lubuskie,świebodziński,2022,300808012000,12,69.0,121.0,155.0,89.0,24.0,42.0
lubuskie,żagański,2022,300810032000,13,102.0,152.0,140.0,90.0,23.0,27.0
lubuskie,żarski,2022,300811032000,71,109.0,248.0,380.0,185.0,34.0,161.0
mazowieckie,białobrzeski,2022,301401013000,8,68.0,77.0,116.0,68.0,14.0,34.0
mazowieckie,ciechanowski,2022,201402000000,17,190.0,197.0,227.0,185.0,19.0,23.0
mazowieckie,garwoliński,2022,301403032000,14,265.0,330.0,424.0,305.0,50.0,69.0
mazowieckie,gostyniński,2022,301404011000,3,43.0,51.0,66.0,43.0,16.0,7.0
mazowieckie,grodziski,2022,301405032000,29,81.0,94.0,127.0,73.0,8.0,46.0
mazowieckie,grójecki,2022,301406012000,22,116.0,168.0,202.0,133.0,25.0,44.0
mazowieckie,kozienicki,2022,301407032000,5,59.0,126.0,153.0,115.0,16.0,22.0
mazowieckie,legionowski,2022,301408022000,11,136.0,200.0,218.0,149.0,28.0,41.0
mazowieckie,lipski,2022,301409012000,1,33.0,43.0,46.0,39.0,6.0,1.0
mazowieckie,m. Ostrołęka,2022,251461011000,14,81.0,87.0,87.0,64.0,7.0,16.0
mazowieckie,m. Płock,2022,251462011000,41,283.0,272.0,333.0,249.0,37.0,47.0
mazowieckie,m. Radom,2022,251463011000,36,531.0,681.0,681.0,542.0,98.0,41.0
mazowieckie,m. Siedlce,2022,251464011000,29,90.0,128.0,242.0,141.0,18.0,83.0
mazowieckie,m. st. Warszawa,2022,251465011000,441,1485.0,3429.0,4228.0,1973.0,397.0,1858.0
mazowieckie,makowski,2022,301411022000,11,52.0,54.0,82.0,49.0,8.0,25.0
mazowieckie,miński,2022,301412042000,46,123.0,207.0,287.0,192.0,35.0,60.0
mazowieckie,mławski,2022,301413022000,22,109.0,163.0,188.0,135.0,20.0,33.0
mazowieckie,nowodworski,2022,301414022000,20,135.0,144.0,169.0,124.0,21.0,24.0
mazowieckie,ostrowski,2022,301416022000,10,86.0,139.0,145.0,125.0,14.0,6.0
mazowieckie,ostrołęcki,2022,301415012000,18,151.0,173.0,208.0,153.0,36.0,19.0
mazowieckie,otwocki,2022,301417032000,19,115.0,208.0,238.0,179.0,19.0,40.0
mazowieckie,piaseczyński,2022,301418013000,50,237.0,271.0,319.0,212.0,25.0,82.0
mazowieckie,pruszkowski,2022,301421033000,32,110.0,150.0,193.0,117.0,17.0,59.0
mazowieckie,przasnyski,2022,301422023000,8,70.0,82.0,108.0,74.0,8.0,26.0
mazowieckie,przysuski,2022,301423012000,3,24.0,49.0,55.0,48.0,4.0,3.0
mazowieckie,pułtuski,2022,301424012000,2,63.0,87.0,95.0,78.0,6.0,11.0
mazowieckie,płocki,2022,301419132000,173,147.0,376.0,201.0,163.0,16.0,22.0
mazowieckie,płoński,2022,301420032000,7,136.0,193.0,227.0,169.0,18.0,40.0
mazowieckie,radomski,2022,301425022000,33,228.0,404.0,519.0,339.0,62.0,118.0
mazowieckie,siedlecki,2022,301426012000,7,102.0,126.0,158.0,111.0,21.0,26.0
mazowieckie,sierpecki,2022,301427022000,8,65.0,79.0,87.0,67.0,13.0,7.0
mazowieckie,sochaczewski,2022,301428022000,26,129.0,239.0,298.0,213.0,30.0,55.0
mazowieckie,sokołowski,2022,301429022000,0,73.0,115.0,126.0,102.0,17.0,7.0
mazowieckie,szydłowiecki,2022,301430012000,7,38.0,54.0,58.0,51.0,4.0,3.0
mazowieckie,warszawski zachodni,2022,301432013000,26,87.0,108.0,140.0,88.0,11.0,41.0
mazowieckie,wołomiński,2022,301434052000,88,364.0,401.0,508.0,312.0,44.0,152.0
mazowieckie,wyszkowski,2022,301435012000,39,114.0,159.0,216.0,126.0,26.0,64.0
mazowieckie,węgrowski,2022,301433022000,14,118.0,142.0,155.0,116.0,16.0,23.0
mazowieckie,zwoleński,2022,301436012000,4,38.0,47.0,71.0,45.0,11.0,15.0
mazowieckie,łosicki,2022,301410012000,4,59.0,56.0,88.0,48.0,16.0,24.0
mazowieckie,żuromiński,2022,301437013000,1,29.0,36.0,39.0,31.0,8.0,0.0
mazowieckie,żyrardowski,2022,301438023000,11,40.0,72.0,87.0,65.0,10.0,12.0
małopolskie,bocheński,2022,201201000000,41,133.0,194.0,284.0,165.0,42.0,77.0
małopolskie,brzeski,2022,301202012000,13,147.0,187.0,317.0,207.0,51.0,59.0
małopolskie,chrzanowski,2022,301203013000,37,133.0,226.0,499.0,213.0,92.0,194.0
małopolskie,dąbrowski,2022,301204012000,8,96.0,148.0,178.0,99.0,32.0,47.0
małopolskie,gorlicki,2022,301205023000,24,159.0,199.0,294.0,169.0,21.0,104.0
małopolskie,krakowski,2022,301206012000,205,374.0,611.0,1007.0,553.0,124.0,330.0
małopolskie,limanowski,2022,301207032000,28,154.0,249.0,472.0,244.0,44.0,184.0
małopolskie,m. Kraków,2022,251261011000,304,827.0,1076.0,1420.0,843.0,155.0,422.0
małopolskie,m. Nowy Sącz,2022,251262011000,7,60.0,126.0,127.0,99.0,7.0,21.0
małopolskie,m. Tarnów,2022,251263011000,36,143.0,306.0,692.0,308.0,80.0,304.0
małopolskie,miechowski,2022,301208012000,19,93.0,115.0,151.0,97.0,24.0,30.0
małopolskie,myślenicki,2022,301209013000,53,125.0,187.0,313.0,150.0,24.0,139.0
małopolskie,nowosądecki,2022,301210022000,40,276.0,373.0,729.0,393.0,77.0,259.0
małopolskie,nowotarski,2022,301211032000,36,162.0,309.0,646.0,321.0,114.0,211.0
małopolskie,olkuski,2022,301212032000,52,189.0,296.0,545.0,289.0,61.0,195.0
małopolskie,oświęcimski,2022,301213023000,58,207.0,330.0,433.0,266.0,58.0,109.0
małopolskie,proszowicki,2022,301214012000,17,38.0,56.0,128.0,62.0,16.0,50.0
małopolskie,suski,2022,301215032000,35,128.0,190.0,350.0,159.0,28.0,163.0
małopolskie,tarnowski,2022,301216112000,42,238.0,297.0,516.0,334.0,35.0,147.0
małopolskie,tatrzański,2022,301217022000,25,26.0,72.0,77.0,64.0,3.0,10.0
małopolskie,wadowicki,2022,301218013000,43,175.0,291.0,518.0,254.0,52.0,212.0
małopolskie,wielicki,2022,301219012000,87,210.0,300.0,470.0,236.0,79.0,155.0
opolskie,brzeski,2022,301601011000,33,107.0,206.0,395.0,204.0,40.0,151.0
opolskie,głubczycki,2022,301602013000,5,65.0,104.0,231.0,99.0,25.0,107.0
opolskie,kluczborski,2022,301604013000,38,76.0,109.0,115.0,87.0,9.0,19.0
opolskie,krapkowicki,2022,301605013000,11,53.0,141.0,284.0,113.0,30.0,141.0
opolskie,kędzierzyńsko-kozielski,2022,301603022000,27,104.0,179.0,356.0,178.0,23.0,155.0
opolskie,m. Opole,2022,251661011000,37,148.0,270.0,270.0,176.0,38.0,56.0
opolskie,namysłowski,2022,301606012000,15,43.0,113.0,267.0,114.0,10.0,143.0
opolskie,nyski,2022,301607013000,73,312.0,525.0,736.0,377.0,107.0,252.0
opolskie,oleski,2022,301608013000,13,68.0,116.0,201.0,105.0,21.0,75.0
opolskie,opolski,2022,301609012000,34,97.0,205.0,364.0,182.0,36.0,146.0
opolskie,prudnicki,2022,301610013000,15,93.0,145.0,277.0,135.0,14.0,128.0
opolskie,strzelecki,2022,301611012000,23,79.0,127.0,212.0,115.0,32.0,65.0
podkarpackie,bieszczadzki,2022,201801000000,7,19.0,53.0,94.0,53.0,8.0,33.0
podkarpackie,brzozowski,2022,201802000000,9,89.0,118.0,191.0,118.0,21.0,52.0
podkarpackie,dębicki,2022,301803023000,18,156.0,217.0,452.0,212.0,55.0,185.0
podkarpackie,jarosławski,2022,301804032000,12,128.0,261.0,267.0,184.0,25.0,58.0
podkarpackie,jasielski,2022,301805022000,44,317.0,289.0,395.0,281.0,58.0,56.0
podkarpackie,kolbuszowski,2022,301806012000,15,115.0,212.0,322.0,204.0,31.0,87.0
podkarpackie,krośnieński,2022,301807012000,13,188.0,228.0,352.0,173.0,64.0,115.0
podkarpackie,leski,2022,301821012000,13,25.0,60.0,80.0,55.0,9.0,16.0
podkarpackie,leżajski,2022,301808022000,9,121.0,191.0,312.0,165.0,45.0,102.0
podkarpackie,lubaczowski,2022,301809023000,5,49.0,93.0,140.0,90.0,7.0,43.0
podkarpackie,m. Krosno,2022,251861011000,10,32.0,77.0,77.0,65.0,4.0,8.0
podkarpackie,m. Przemyśl,2022,251862011000,12,10.0,17.0,41.0,14.0,3.0,24.0
podkarpackie,m. Rzeszów,2022,251863011000,140,221.0,377.0,515.0,264.0,52.0,199.0
podkarpackie,m. Tarnobrzeg,2022,251864011000,7,53.0,108.0,220.0,108.0,25.0,87.0
podkarpackie,mielecki,2022,301811022000,76,288.0,354.0,558.0,293.0,87.0,178.0
podkarpackie,niżański,2022,301812012000,8,140.0,182.0,376.0,184.0,53.0,139.0
